name,now_cost,total_points,form,minutes,goals_scored,assists,clean_sheets,xG,xA,name
Man Utd,52,32,0.0,1282,0,0,5,0.60,1.22,Man Utd
Man Utd,44,2,0.0,99,0,0,0,0.00,0.02,Man Utd
Man Utd,43,68,0.0,1751,2,1,6,1.33,1.21,Man Utd
Man Utd,49,2,0.0,17,0,0,0,0.07,0.00,Man Utd
Man Utd,63,8,0.0,243,0,0,1,0.40,0.08,Man Utd
Man Utd,49,101,5.0,2610,0,0,8,0.00,0.19,Man Utd
Man Utd,50,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,49,2,0.0,68,0,0,0,0.00,0.01,Man Utd
Man Utd,65,60,1.5,1235,3,2,3,4.31,1.01,Man Utd
Man Utd,43,12,0.5,695,0,0,0,0.70,0.07,Man Utd
Man Utd,48,66,4.0,1995,2,0,4,2.33,0.25,Man Utd
Man Utd,43,72,4.0,2216,0,1,6,0.61,1.56,Man Utd
Man Utd,45,6,1.0,174,0,0,0,0.08,0.37,Man Utd
Man Utd,45,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,49,34,1.5,1321,1,0,3,0.47,0.51,Man Utd
Man Utd,40,2,1.0,95,0,0,0,0.00,0.00,Man Utd
Man Utd,45,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,40,1,0.5,21,0,0,0,0.00,0.00,Man Utd
Man Utd,45,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,40,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,8,43,10.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,40,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,45,-1,0.0,222,0,0,0,0.08,0.08,Man Utd
Man Utd,45,2,0.5,26,0,0,0,0.00,0.01,Man Utd
Man Utd,40,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,45,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,45,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,40,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Man Utd,40,0,0.0,0,0,0,0,0.00,0.00,Man Utd
Newcastle,40,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,54,10,0.0,150,0,0,0,0.52,0.19,Newcastle
Newcastle,59,73,6.0,893,5,2,2,2.82,3.10,Newcastle
Newcastle,44,7,0.0,225,0,0,1,0.03,0.02,Newcastle
Newcastle,61,103,11.0,2424,3,6,9,2.84,4.30,Newcastle
Newcastle,44,73,5.0,2430,0,0,9,1.10,0.79,Newcastle
Newcastle,42,44,0.0,900,0,0,5,0.00,0.00,Newcastle
Newcastle,74,113,0.0,2107,6,6,9,8.01,4.50,Newcastle
Newcastle,48,102,0.0,2188,0,7,8,0.43,3.73,Newcastle
Newcastle,44,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,93,169,2.0,2053,19,5,8,15.45,3.15,Newcastle
Newcastle,50,101,3.0,1676,5,8,7,3.94,3.72,Newcastle
Newcastle,60,79,3.0,2005,4,1,8,3.49,1.70,Newcastle
Newcastle,42,12,0.0,299,0,1,0,0.41,0.11,Newcastle
Newcastle,43,11,0.0,241,0,0,1,0.04,0.03,Newcastle
Newcastle,44,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,45,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,40,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,45,65,7.0,1935,0,0,6,0.13,0.94,Newcastle
Newcastle,45,30,1.0,734,0,1,2,0.60,0.22,Newcastle
Newcastle,50,15,0.0,188,1,0,0,0.57,0.09,Newcastle
Newcastle,42,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,49,56,6.0,1620,0,0,4,0.00,0.00,Newcastle
Newcastle,39,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,54,66,6.0,2052,2,0,7,1.77,0.79,Newcastle
Newcastle,39,1,0.0,12,0,0,0,0.00,0.00,Newcastle
Newcastle,55,56,3.0,1725,1,1,7,3.15,1.19,Newcastle
Newcastle,56,34,8.0,688,0,0,3,0.05,0.58,Newcastle
Newcastle,45,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,47,38,1.0,801,0,2,3,0.87,0.80,Newcastle
Newcastle,69,8,1.0,156,0,0,0,0.22,0.01,Newcastle
Newcastle,40,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,49,10,0.0,65,0,0,0,0.00,0.02,Newcastle
Newcastle,15,29,9.0,0,0,0,0,0.00,0.00,Newcastle
Newcastle,45,0,0.0,0,0,0,0,0.00,0.00,Newcastle
Nott'm Forest,42,31,0.0,812,0,1,3,0.17,0.82,Nott'm Forest
Nott'm Forest,54,122,3.5,2531,2,1,12,0.58,1.47,Nott'm Forest
Nott'm Forest,50,83,4.0,1978,1,6,11,1.35,3.04,Nott'm Forest
Nott'm Forest,55,27,1.0,263,1,0,0,2.04,0.11,Nott'm Forest
Nott'm Forest,42,5,0.0,131,0,0,0,0.07,0.00,Nott'm Forest
Nott'm Forest,45,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,41,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,43,2,0.0,28,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,47,8,0.5,168,0,0,1,0.00,0.01,Nott'm Forest
Nott'm Forest,49,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,48,36,2.5,1387,0,0,6,1.28,1.00,Nott'm Forest
Nott'm Forest,53,118,9.5,1841,5,8,11,3.95,3.72,Nott'm Forest
Nott'm Forest,66,118,5.0,2019,5,10,11,4.07,4.14,Nott'm Forest
Nott'm Forest,53,95,6.5,1893,5,3,11,2.21,2.35,Nott'm Forest
Nott'm Forest,45,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,47,102,4.5,2478,1,0,11,1.14,1.02,Nott'm Forest
Nott'm Forest,44,84,3.5,1778,1,1,9,1.77,0.70,Nott'm Forest
Nott'm Forest,45,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,50,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,42,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,40,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,43,11,0.5,270,0,1,1,0.02,0.06,Nott'm Forest
Nott'm Forest,51,125,4.5,2610,0,1,12,0.00,0.07,Nott'm Forest
Nott'm Forest,42,3,0.0,45,0,0,0,0.02,0.01,Nott'm Forest
Nott'm Forest,45,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,73,174,2.0,2343,18,3,14,10.90,1.08,Nott'm Forest
Nott'm Forest,45,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,48,53,0.5,1537,2,1,5,2.24,0.43,Nott'm Forest
Nott'm Forest,49,120,8.5,2520,4,2,12,3.61,0.60,Nott'm Forest
Nott'm Forest,59,42,3.0,708,2,2,1,1.52,1.85,Nott'm Forest
Nott'm Forest,55,20,0.0,229,1,0,1,1.04,0.30,Nott'm Forest
Nott'm Forest,45,34,0.5,616,0,0,3,0.10,0.02,Nott'm Forest
Nott'm Forest,40,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,40,0,0.0,0,0,0,0,0.00,0.00,Nott'm Forest
Nott'm Forest,11,43,9.5,0,0,0,0,0.00,0.00,Nott'm Forest
Southampton,44,57,1.5,1890,0,0,2,0.00,0.03,Southampton
Southampton,49,46,1.0,1166,2,0,1,4.88,0.54,Southampton
Southampton,44,26,2.0,1022,0,1,0,0.36,0.43,Southampton
Southampton,48,7,0.0,303,0,0,0,0.02,0.10,Southampton
Southampton,44,1,0.0,26,0,0,0,0.02,0.13,Southampton
Southampton,49,67,1.5,1821,3,0,1,2.66,1.21,Southampton
Southampton,51,45,0.0,1246,2,3,2,3.28,0.56,Southampton
Southampton,43,0,0.0,0,0,0,0,0.00,0.00,Southampton
Southampton,40,47,0.5,1901,2,0,2,0.65,0.78,Southampton
Southampton,39,2,1.0,329,0,0,0,0.32,0.01,Southampton
Southampton,39,15,0.0,886,0,1,0,0.11,0.67,Southampton
Southampton,45,0,0.0,0,0,0,0,0.00,0.00,Southampton
Southampton,49,1,0.0,64,0,0,0,0.00,0.15,Southampton
Southampton,39,1,0.0,12,0,0,0,0.00,0.00,Southampton
Southampton,40,42,1.0,2119,1,0,2,1.72,0.53,Southampton
Southampton,50,33,2.0,734,1,1,0,0.78,0.41,Southampton
Southampton,50,17,0.5,352,0,2,0,0.15,0.48,Southampton
Southampton,39,0,0.0,0,0,0,0,0.00,0.00,Southampton
Southampton,40,0,0.0,0,0,0,0,0.00,0.00,Southampton
Southampton,40,8,0.0,270,0,0,0,0.00,0.00,Southampton
Southampton,43,18,1.0,968,0,1,0,0.29,2.07,Southampton
Southampton,50,0,0.0,0,0,0,0,0.00,0.00,Southampton
Southampton,42,12,0.0,450,0,0,0,0.00,0.00,Southampton
Southampton,49,39,3.5,755,3,1,0,2.84,0.24,Southampton
Southampton,50,20,3.5,549,1,0,0,0.39,0.76,Southampton
Southampton,40,12,0.5,804,0,0,1,0.28,0.20,Southampton
Southampton,44,3,0.0,130,0,0,0,0.17,0.02,Southampton
Southampton,42,39,1.0,1432,1,1,2,0.44,2.44,Southampton
Southampton,39,5,0.0,263,0,0,0,0.00,0.10,Southampton
Southampton,43,43,1.0,2378,0,2,2,0.49,2.15,Southampton
Southampton,40,13,0.0,622,0,0,1,0.23,0.04,Southampton
Southampton,47,1,0.0,71,0,0,0,0.16,0.00,Southampton
Southampton,47,35,0.5,1520,1,0,2,0.62,1.14,Southampton
Southampton,48,13,0.0,446,0,0,0,0.90,0.15,Southampton
Southampton,44,56,3.5,1533,2,2,2,2.46,1.32,Southampton
Southampton,50,61,1.5,2142,1,2,4,3.22,2.64,Southampton
Southampton,45,0,0.0,0,0,0,0,0.00,0.00,Southampton
Southampton,40,3,0.0,171,0,0,0,0.01,0.14,Southampton
Southampton,40,0,0.0,0,0,0,0,0.00,0.00,Southampton
Southampton,49,6,1.5,141,0,0,0,0.12,0.01,Southampton
Southampton,5,12,1.0,0,0,0,0,0.00,0.00,Southampton
Spurs,73,87,2.0,1778,7,5,3,9.16,1.09,Spurs
Spurs,40,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,40,1,0.0,90,0,0,0,0.00,0.00,Spurs
Spurs,49,41,1.5,1243,2,0,3,1.36,0.82,Spurs
Spurs,44,35,2.5,924,0,2,2,0.55,0.63,Spurs
Spurs,48,44,0.5,1136,2,0,3,0.57,0.47,Spurs
Spurs,50,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,43,24,0.5,720,0,0,3,0.17,0.21,Spurs
Spurs,45,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,43,24,0.0,1250,0,0,2,0.13,0.16,Spurs
Spurs,45,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,43,19,0.0,630,0,0,1,0.00,0.00,Spurs
Spurs,46,34,1.0,1245,0,0,2,0.03,0.16,Spurs
Spurs,50,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,62,108,1.0,1759,9,4,2,9.61,1.37,Spurs
Spurs,62,110,0.0,2152,7,4,6,3.92,3.95,Spurs
Spurs,49,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,74,118,0.5,1514,9,6,5,5.42,5.46,Spurs
Spurs,53,93,0.5,2277,2,5,6,1.50,3.65,Spurs
Spurs,41,1,0.0,121,0,0,0,0.07,0.24,Spurs
Spurs,68,20,0.0,275,2,1,1,1.17,0.58,Spurs
Spurs,49,44,4.5,1101,1,0,3,1.06,0.75,Spurs
Spurs,47,60,5.0,1386,3,2,2,3.12,0.61,Spurs
Spurs,44,6,0.5,31,0,1,0,0.04,0.00,Spurs
Spurs,54,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,97,123,3.5,1855,7,10,4,6.66,4.69,Spurs
Spurs,44,42,1.0,1063,1,1,3,0.28,0.94,Spurs
Spurs,48,43,1.0,1653,0,1,2,0.31,1.14,Spurs
Spurs,45,29,0.5,817,0,2,2,0.35,0.69,Spurs
Spurs,50,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,48,56,2.0,1530,0,0,4,0.00,0.00,Spurs
Spurs,62,34,0.0,504,0,3,1,1.04,1.55,Spurs
Spurs,39,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,45,3,0.0,10,0,0,0,0.00,0.00,Spurs
Spurs,45,14,0.0,180,0,2,0,0.20,0.55,Spurs
Spurs,53,13,1.5,348,0,0,1,0.68,0.17,Spurs
Spurs,45,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,40,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,45,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,40,1,0.0,13,0,0,0,0.00,0.00,Spurs
Spurs,40,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,42,12,0.0,360,0,0,1,0.00,0.01,Spurs
Spurs,45,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,45,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,11,40,5.0,0,0,0,0,0.00,0.00,Spurs
Spurs,40,0,0.0,0,0,0,0,0.00,0.00,Spurs
Spurs,45,11,0.5,347,0,0,1,0.33,0.06,Spurs
Spurs,60,10,1.5,304,0,0,2,0.78,0.11,Spurs
West Ham,55,25,1.0,326,1,0,1,0.82,0.66,West Ham
West Ham,45,88,2.0,2434,2,3,5,1.00,2.04,West Ham
West Ham,50,35,1.0,1534,0,1,3,0.31,0.79,West Ham
West Ham,53,42,0.0,834,1,4,4,2.20,0.91,West Ham
West Ham,42,45,3.0,1539,0,0,3,0.00,0.00,West Ham
West Ham,76,125,3.5,2187,7,8,6,6.32,4.96,West Ham
West Ham,41,18,0.0,729,0,0,1,0.27,0.80,West Ham
West Ham,39,26,1.0,538,0,0,2,0.11,1.22,West Ham
West Ham,45,0,0.0,0,0,0,0,0.00,0.00,West Ham
West Ham,44,61,1.0,1789,2,1,4,1.60,2.11,West Ham
West Ham,40,36,0.0,1070,0,0,2,0.00,0.00,West Ham
West Ham,43,0,0.0,0,0,0,0,0.00,0.00,West Ham
West Ham,49,32,0.5,270,1,3,0,2.25,0.06,West Ham
West Ham,43,66,2.0,2538,0,1,5,1.45,0.86,West Ham
West Ham,62,74,2.0,1995,3,2,5,5.92,2.05,West Ham
West Ham,46,7,0.0,50,0,0,0,0.03,0.12,West Ham
West Ham,57,69,1.5,1803,4,1,4,5.04,2.23,West Ham
West Ham,43,37,1.5,1656,0,0,2,1.26,0.38,West Ham
West Ham,44,0,0.0,0,0,0,0,0.00,0.00,West Ham
West Ham,49,101,6.0,2081,7,2,6,4.77,1.22,West Ham
West Ham,61,25,2.0,810,0,1,3,0.39,1.45,West Ham
West Ham,44,0,0.0,0,0,0,0,0.00,0.00,West Ham
West Ham,47,9,0.0,161,0,0,0,0.13,0.12,West Ham
West Ham,55,33,0.0,776,1,1,2,1.61,1.71,West Ham
West Ham,48,29,0.5,1016,0,0,3,0.22,0.12,West Ham
West Ham,67,22,0.0,366,2,1,1,1.38,0.29,West Ham
West Ham,42,38,1.5,1143,0,0,4,0.15,0.04,West Ham
West Ham,40,1,0.0,1,0,0,0,0.00,0.00,West Ham
West Ham,50,39,1.0,1088,1,1,2,1.21,1.21,West Ham
West Ham,40,22,1.0,401,0,0,2,0.11,0.14,West Ham
West Ham,40,0,0.0,0,0,0,0,0.00,0.00,West Ham
West Ham,45,2,0.0,47,0,0,0,0.03,0.04,West Ham
West Ham,5,43,2.0,0,0,0,0,0.00,0.00,West Ham
Wolves,42,12,0.0,630,0,0,0,0.00,0.00,Wolves
Wolves,48,80,2.0,2384,3,5,4,1.92,1.82,Wolves
Wolves,48,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,49,74,8.0,1278,2,6,5,1.13,2.44,Wolves
Wolves,39,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,45,1,0.0,6,0,0,0,0.00,0.05,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,69,143,0.0,2143,13,4,5,6.82,4.45,Wolves
Wolves,43,17,0.0,969,0,1,1,0.50,0.07,Wolves
Wolves,43,53,2.0,1607,2,1,4,1.09,0.91,Wolves
Wolves,47,28,1.0,474,0,1,0,0.55,0.35,Wolves
Wolves,50,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,44,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,53,55,1.0,756,2,4,3,2.18,0.62,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,61,34,0.5,625,2,1,0,0.79,0.35,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,40,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,49,70,2.0,2249,3,1,3,2.37,2.32,Wolves
Wolves,44,66,2.5,1980,0,0,5,0.00,0.01,Wolves
Wolves,48,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,40,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,48,47,0.0,1363,1,3,1,1.30,0.87,Wolves
Wolves,38,3,0.0,441,0,0,0,0.33,0.03,Wolves
Wolves,45,59,2.0,2148,0,4,5,0.78,1.17,Wolves
Wolves,39,2,0.0,69,0,0,0,0.06,0.10,Wolves
Wolves,55,2,0.0,46,0,0,0,0.04,0.01,Wolves
Wolves,51,28,0.0,560,1,0,1,0.37,0.64,Wolves
Wolves,43,41,1.0,1520,0,0,4,0.45,0.08,Wolves
Wolves,50,26,1.0,557,1,1,1,2.52,0.94,Wolves
Wolves,53,100,7.0,2067,9,2,4,6.43,0.60,Wolves
Wolves,43,53,2.0,1803,0,1,5,0.07,0.52,Wolves
Wolves,39,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,50,44,2.0,1747,0,0,4,0.22,0.31,Wolves
Wolves,54,8,0.0,235,0,0,0,0.15,0.10,Wolves
Wolves,39,1,0.0,1,0,0,0,0.00,0.00,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,40,0,0.0,0,0,0,0,0.00,0.00,Wolves
Wolves,40,13,2.0,600,0,0,1,0.03,0.04,Wolves
Wolves,8,53,6.0,0,0,0,0,0.00,0.00,Wolves
Wolves,45,2,0.5,18,0,0,0,0.00,0.00,Wolves
Wolves,50,20,5.5,338,1,1,2,1.93,0.03,Wolves
Wolves,45,0,0.0,0,0,0,0,0.00,0.00,Wolves
